2021,02,17/02/2021,1967003000006543,171950,"CRED PIX",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,1362.93,
2021,02,17/02/2021,1967003000006543,105228,"ENVIO TED",DESPESAS,Conferir,79,"79. nome ecovileiro",,,173.79
2021,02,17/02/2021,1967003000006543,105228,"DOC/TED INTERNET",DESPESAS,Conferir,45,"45. nome ecovileiro",,,10.45
2021,02,22/02/2021,1967003000006543,000033,"CRED TED",RECEITAS,"Pagamento Associados",71,"71. nome ecovileiro",,350.71,
2021,02,23/02/2021,1967003000006543,000001,"CRED TED",RECEITAS,"Pagamento Associados",05,"05. nome ecovileiro",,176.05,
2021,02,26/02/2021,1967003000006543,261854,"CRED TEV",RECEITAS,"Pagamento Associados",44,"44. nome ecovileiro",,1221.44,
2021,03,01/03/2021,1967003000006543,000001,"CRED TED",RECEITAS,"Pagamento Associados",06,"06. nome ecovileiro",,174.06,
2021,03,01/03/2021,1967003000006543,010851,"CRED PIX",RECEITAS,"Pagamento Associados",42,"42. nome ecovileiro",,100.42,
2021,03,01/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",00,"00. nome ecovileiro",,300.00,
2021,03,06/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,225.93,
2021,03,29/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,93.93,
2021,03,29/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,93.93,
2021,03,24/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,200.93,
2021,03,22/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,130.93,
2021,03,23/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,120.93,
2021,03,30/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,304.93,
2021,03,30/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,404.93,
2021,03,30/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",93,"93. nome ecovileiro",,777.93,
2021,03,30/03/2021,1967003000006543,000341,"CRED TED",RECEITAS,"Pagamento Associados",10,"10. nome ecovileiro",,555.10,
